old_url,page_type,proposed_new_url,redirect_target,redirect_type,source_confidence,notes
/en/locaties/eindhoven/parking-the-beech/id=81,locatie-genest-en,(retired),/en/parkeren/eindhoven/the-beech,301,pattern,Second indexed URL for the same location; collapse onto the canonical.
/nl/locaties/parking-heerhugowaard-p1-zuidtangent-/id=105,locatie,/parkeren/heerhugowaard/p1-zuidtangent,/parkeren/heerhugowaard/p1-zuidtangent,301,verified,Aeroparker/CMS location id 105.
/en/locaties/parking-heerhugowaard-p1-zuidtangent-/id=105,locatie-en,/en/parkeren/heerhugowaard/p1-zuidtangent,/en/parkeren/heerhugowaard/p1-zuidtangent,301,pattern,
/nl/locaties/regio-noord-holland/parking-heerhugowaard-p1-zuidtangent-/id=105,locatie-genest,(retired),/parkeren/heerhugowaard/p1-zuidtangent,301,pattern,Second indexed URL for the same location; collapse onto the canonical.
/en/locaties/regio-noord-holland/parking-heerhugowaard-p1-zuidtangent-/id=105,locatie-genest-en,(retired),/en/parkeren/heerhugowaard/p1-zuidtangent,301,pattern,Second indexed URL for the same location; collapse onto the canonical.
/nl/locaties/parking-p2-middenwaard/id=107,locatie,/parkeren/heerhugowaard/p2-middenwaard,/parkeren/heerhugowaard/p2-middenwaard,301,verified,Aeroparker/CMS location id 107.
/en/locaties/parking-p2-middenwaard/id=107,locatie-en,/en/parkeren/heerhugowaard/p2-middenwaard,/en/parkeren/heerhugowaard/p2-middenwaard,301,pattern,
/nl/locaties/regio-noord-holland/parking-p2-middenwaard/id=107,locatie-genest,(retired),/parkeren/heerhugowaard/p2-middenwaard,301,pattern,Second indexed URL for the same location; collapse onto the canonical.
/en/locaties/regio-noord-holland/parking-p2-middenwaard/id=107,locatie-genest-en,(retired),/en/parkeren/heerhugowaard/p2-middenwaard,301,pattern,Second indexed URL for the same location; collapse onto the canonical.
/nl/locaties/parking-lentse-plas/id=59,locatie,/parkeren/nijmegen/lentse-plas,/parkeren/nijmegen/lentse-plas,301,verified,Aeroparker/CMS location id 59.
/en/locaties/parking-lentse-plas/id=59,locatie-en,/en/parkeren/nijmegen/lentse-plas,/en/parkeren/nijmegen/lentse-plas,301,pattern,
/nl/locaties/regio-gelderland/parking-lentse-plas/id=59,locatie-genest,(retired),/parkeren/nijmegen/lentse-plas,301,pattern,Second indexed URL for the same location; collapse onto the canonical.
/en/locaties/regio-gelderland/parking-lentse-plas/id=59,locatie-genest-en,(retired),/en/parkeren/nijmegen/lentse-plas,301,pattern,Second indexed URL for the same location; collapse onto the canonical.
/nl/locaties/parking-at-the-park/id=53,locatie,/parkeren/rijswijk/at-the-park,/parkeren/rijswijk/at-the-park,301,verified,Aeroparker/CMS location id 53.
/en/locaties/parking-at-the-park/id=53,locatie-en,/en/parkeren/rijswijk/at-the-park,/en/parkeren/rijswijk/at-the-park,301,pattern,
/nl/locaties/regio-zuid-holland/parking-at-the-park/id=53,locatie-genest,(retired),/parkeren/rijswijk/at-the-park,301,pattern,Second indexed URL for the same location; collapse onto the canonical.
/en/locaties/regio-zuid-holland/parking-at-the-park/id=53,locatie-genest-en,(retired),/en/parkeren/rijswijk/at-the-park,301,pattern,Second indexed URL for the same location; collapse onto the canonical.
/nl/locaties/parking-diergaarde-blijdorp/id=127,locatie,/parkeren/rotterdam/diergaarde-blijdorp,/parkeren/rotterdam/diergaarde-blijdorp,301,verified,Aeroparker/CMS location id 127.
/en/locaties/parking-diergaarde-blijdorp/id=127,locatie-en,/en/parkeren/rotterdam/diergaarde-blijdorp,/en/parkeren/rotterdam/diergaarde-blijdorp,301,pattern,
/nl/locaties/rotterdam/parking-diergaarde-blijdorp/id=127,locatie-genest,(retired),/parkeren/rotterdam/diergaarde-blijdorp,301,pattern,Second indexed URL for the same location; collapse onto the canonical.
/en/locaties/rotterdam/parking-diergaarde-blijdorp/id=127,locatie-genest-en,(retired),/en/parkeren/rotterdam/diergaarde-blijdorp,301,pattern,Second indexed URL for the same location; collapse onto the canonical.
/nl/locaties/parking-europoint/id=11,locatie,/parkeren/rotterdam/europoint,/parkeren/rotterdam/europoint,301,verified,Aeroparker/CMS location id 11.
/en/locaties/parking-europoint/id=11,locatie-en,/en/parkeren/rotterdam/europoint,/en/parkeren/rotterdam/europoint,301,pattern,
/nl/locaties/rotterdam/parking-europoint/id=11,locatie-genest,(retired),/parkeren/rotterdam/europoint,301,pattern,Second indexed URL for the same location; collapse onto the canonical.
/en/locaties/rotterdam/parking-europoint/id=11,locatie-genest-en,(retired),/en/parkeren/rotterdam/europoint,301,pattern,Second indexed URL for the same location; collapse onto the canonical.
/nl/locaties/parking-hofplein/id=9,locatie,/parkeren/rotterdam/hofplein,/parkeren/rotterdam/hofplein,301,verified,Aeroparker/CMS location id 9.
/en/locaties/parking-hofplein/id=9,locatie-en,/en/parkeren/rotterdam/hofplein,/en/parkeren/rotterdam/hofplein,301,pattern,
/nl/locaties/rotterdam/parking-hofplein/id=9,locatie-genest,(retired),/parkeren/rotterdam/hofplein,301,pattern,Second indexed URL for the same location; collapse onto the canonical.
/en/locaties/rotterdam/parking-hofplein/id=9,locatie-genest-en,(retired),/en/parkeren/rotterdam/hofplein,301,pattern,Second indexed URL for the same location; collapse onto the canonical.
/nl/locaties/parking-maashaven/id=129,locatie,/parkeren/rotterdam/maashaven,/parkeren/rotterdam/maashaven,301,verified,Aeroparker/CMS location id 129.
/en/locaties/parking-maashaven/id=129,locatie-en,/en/parkeren/rotterdam/maashaven,/en/parkeren/rotterdam/maashaven,301,pattern,
/nl/locaties/rotterdam/parking-maashaven/id=129,locatie-genest,(retired),/parkeren/rotterdam/maashaven,301,pattern,Second indexed URL for the same location; collapse onto the canonical.
/en/locaties/rotterdam/parking-maashaven/id=129,locatie-genest-en,(retired),/en/parkeren/rotterdam/maashaven,301,pattern,Second indexed URL for the same location; collapse onto the canonical.
/nl/locaties/parking-shopping-center/id=1,locatie,/parkeren/rotterdam/shopping-center,/parkeren/rotterdam/shopping-center,301,verified,Aeroparker/CMS location id 1.
/en/locaties/parking-shopping-center/id=1,locatie-en,/en/parkeren/rotterdam/shopping-center,/en/parkeren/rotterdam/shopping-center,301,pattern,
/nl/locaties/rotterdam/parking-shopping-center/id=1,locatie-genest,(retired),/parkeren/rotterdam/shopping-center,301,pattern,Second indexed URL for the same location; collapse onto the canonical.
/en/locaties/rotterdam/parking-shopping-center/id=1,locatie-genest-en,(retired),/en/parkeren/rotterdam/shopping-center,301,pattern,Second indexed URL for the same location; collapse onto the canonical.
/nl/locaties/parkingyou-p-r-schiedam-centrum/id=63,locatie,/parkeren/schiedam/p-r-centrum,/parkeren/schiedam/p-r-centrum,301,verified,Aeroparker/CMS location id 63.
/en/locaties/parkingyou-p-r-schiedam-centrum/id=63,locatie-en,/en/parkeren/schiedam/p-r-centrum,/en/parkeren/schiedam/p-r-centrum,301,pattern,
/nl/locaties/regio-zuid-holland/parkingyou-p-r-schiedam-centrum/id=63,locatie-genest,(retired),/parkeren/schiedam/p-r-centrum,301,pattern,Second indexed URL for the same location; collapse onto the canonical.
/en/locaties/regio-zuid-holland/parkingyou-p-r-schiedam-centrum/id=63,locatie-genest-en,(retired),/en/parkeren/schiedam/p-r-centrum,301,pattern,Second indexed URL for the same location; collapse onto the canonical.
/nl/locaties/parking-pakhuis/id=77,locatie,/parkeren/tilburg/pakhuis,/parkeren/tilburg/pakhuis,301,verified,Aeroparker/CMS location id 77.
/en/locaties/parking-pakhuis/id=77,locatie-en,/en/parkeren/tilburg/pakhuis,/en/parkeren/tilburg/pakhuis,301,pattern,
/nl/locaties/tilburg/parking-pakhuis/id=77,locatie-genest,(retired),/parkeren/tilburg/pakhuis,301,pattern,Second indexed URL for the same location; collapse onto the canonical.
/en/locaties/tilburg/parking-pakhuis/id=77,locatie-genest-en,(retired),/en/parkeren/tilburg/pakhuis,301,pattern,Second indexed URL for the same location; collapse onto the canonical.
/nl/locaties/parking-vliegend-hert/id=75,locatie,/parkeren/utrecht/vliegend-hert,/parkeren/utrecht/vliegend-hert,301,verified,Aeroparker/CMS location id 75.
/en/locaties/parking-vliegend-hert/id=75,locatie-en,/en/parkeren/utrecht/vliegend-hert,/en/parkeren/utrecht/vliegend-hert,301,pattern,
/nl/locaties/utrecht/parking-vliegend-hert/id=75,locatie-genest,(retired),/parkeren/utrecht/vliegend-hert,301,pattern,Second indexed URL for the same location; collapse onto the canonical.
/en/locaties/utrecht/parking-vliegend-hert/id=75,locatie-genest-en,(retired),/en/parkeren/utrecht/vliegend-hert,301,pattern,Second indexed URL for the same location; collapse onto the canonical.
/nl/locaties/parking-p1-belgielaan-/id=109,locatie,/parkeren/zoetermeer/p1-belgielaan,/parkeren/zoetermeer/p1-belgielaan,301,verified,Aeroparker/CMS location id 109.
/en/locaties/parking-p1-belgielaan-/id=109,locatie-en,/en/parkeren/zoetermeer/p1-belgielaan,/en/parkeren/zoetermeer/p1-belgielaan,301,pattern,
/nl/locaties/zoetermeer/parking-p1-belgielaan-/id=109,locatie-genest,(retired),/parkeren/zoetermeer/p1-belgielaan,301,pattern,Second indexed URL for the same location; collapse onto the canonical.
/en/locaties/zoetermeer/parking-p1-belgielaan-/id=109,locatie-genest-en,(retired),/en/parkeren/zoetermeer/p1-belgielaan,301,pattern,Second indexed URL for the same location; collapse onto the canonical.
/nl/locaties/parking-p2-bovenlangs/id=111,locatie,/parkeren/zoetermeer/p2-bovenlangs,/parkeren/zoetermeer/p2-bovenlangs,301,verified,Aeroparker/CMS location id 111.
/en/locaties/parking-p2-bovenlangs/id=111,locatie-en,/en/parkeren/zoetermeer/p2-bovenlangs,/en/parkeren/zoetermeer/p2-bovenlangs,301,pattern,
/nl/locaties/zoetermeer/parking-p2-bovenlangs/id=111,locatie-genest,(retired),/parkeren/zoetermeer/p2-bovenlangs,301,pattern,Second indexed URL for the same location; collapse onto the canonical.
/en/locaties/zoetermeer/parking-p2-bovenlangs/id=111,locatie-genest-en,(retired),/en/parkeren/zoetermeer/p2-bovenlangs,301,pattern,Second indexed URL for the same location; collapse onto the canonical.
/nl/locaties/parking-p2-onderlangs/id=113,locatie,/parkeren/zoetermeer/p2-onderlangs,/parkeren/zoetermeer/p2-onderlangs,301,verified,Aeroparker/CMS location id 113.
/en/locaties/parking-p2-onderlangs/id=113,locatie-en,/en/parkeren/zoetermeer/p2-onderlangs,/en/parkeren/zoetermeer/p2-onderlangs,301,pattern,
/nl/locaties/zoetermeer/parking-p2-onderlangs/id=113,locatie-genest,(retired),/parkeren/zoetermeer/p2-onderlangs,301,pattern,Second indexed URL for the same location; collapse onto the canonical.
/en/locaties/zoetermeer/parking-p2-onderlangs/id=113,locatie-genest-en,(retired),/en/parkeren/zoetermeer/p2-onderlangs,301,pattern,Second indexed URL for the same location; collapse onto the canonical.
/nl/locaties/parking-p4-luxemburglaan/id=115,locatie,/parkeren/zoetermeer/p4-luxemburglaan,/parkeren/zoetermeer/p4-luxemburglaan,301,verified,Aeroparker/CMS location id 115.
/en/locaties/parking-p4-luxemburglaan/id=115,locatie-en,/en/parkeren/zoetermeer/p4-luxemburglaan,/en/parkeren/zoetermeer/p4-luxemburglaan,301,pattern,
/nl/locaties/zoetermeer/parking-p4-luxemburglaan/id=115,locatie-genest,(retired),/parkeren/zoetermeer/p4-luxemburglaan,301,pattern,Second indexed URL for the same location; collapse onto the canonical.
/en/locaties/zoetermeer/parking-p4-luxemburglaan/id=115,locatie-genest-en,(retired),/en/parkeren/zoetermeer/p4-luxemburglaan,301,pattern,Second indexed URL for the same location; collapse onto the canonical.
/nl/locaties/parking-p5-amsterdamstraat-/id=117,locatie,/parkeren/zoetermeer/p5-amsterdamstraat,/parkeren/zoetermeer/p5-amsterdamstraat,301,verified,Aeroparker/CMS location id 117.
/en/locaties/parking-p5-amsterdamstraat-/id=117,locatie-en,/en/parkeren/zoetermeer/p5-amsterdamstraat,/en/parkeren/zoetermeer/p5-amsterdamstraat,301,pattern,
/nl/locaties/zoetermeer/parking-p5-amsterdamstraat-/id=117,locatie-genest,(retired),/parkeren/zoetermeer/p5-amsterdamstraat,301,pattern,Second indexed URL for the same location; collapse onto the canonical.
/en/locaties/zoetermeer/parking-p5-amsterdamstraat-/id=117,locatie-genest-en,(retired),/en/parkeren/zoetermeer/p5-amsterdamstraat,301,pattern,Second indexed URL for the same location; collapse onto the canonical.
/nl/locaties/parking-p8-nederlandlaan/id=119,locatie,/parkeren/zoetermeer/p8-nederlandlaan,/parkeren/zoetermeer/p8-nederlandlaan,301,verified,Aeroparker/CMS location id 119.
/en/locaties/parking-p8-nederlandlaan/id=119,locatie-en,/en/parkeren/zoetermeer/p8-nederlandlaan,/en/parkeren/zoetermeer/p8-nederlandlaan,301,pattern,
/nl/locaties/zoetermeer/parking-p8-nederlandlaan/id=119,locatie-genest,(retired),/parkeren/zoetermeer/p8-nederlandlaan,301,pattern,Second indexed URL for the same location; collapse onto the canonical.
/en/locaties/zoetermeer/parking-p8-nederlandlaan/id=119,locatie-genest-en,(retired),/en/parkeren/zoetermeer/p8-nederlandlaan,301,pattern,Second indexed URL for the same location; collapse onto the canonical.
/nl/locaties/parking-p9-duitslandlaan/id=121,locatie,/parkeren/zoetermeer/p9-duitslandlaan,/parkeren/zoetermeer/p9-duitslandlaan,301,verified,Aeroparker/CMS location id 121.
/en/locaties/parking-p9-duitslandlaan/id=121,locatie-en,/en/parkeren/zoetermeer/p9-duitslandlaan,/en/parkeren/zoetermeer/p9-duitslandlaan,301,pattern,
/nl/locaties/zoetermeer/parking-p9-duitslandlaan/id=121,locatie-genest,(retired),/parkeren/zoetermeer/p9-duitslandlaan,301,pattern,Second indexed URL for the same location; collapse onto the canonical.
/en/locaties/zoetermeer/parking-p9-duitslandlaan/id=121,locatie-genest-en,(retired),/en/parkeren/zoetermeer/p9-duitslandlaan,301,pattern,Second indexed URL for the same location; collapse onto the canonical.
/nl/abonnementen/subscription={id},abonnement-detail,(retired),/abonnementen,301,verified,Pattern row. Enumerate real ids from Search Console before go-live.
/en/abonnementen/subscription={id},abonnement-detail-en,(retired),/en/abonnementen,301,verified,Pattern row. Enumerate real ids from Search Console before go-live.
/nl/abonnementen/location={id},abonnement-per-locatie,(retired),/parkeren/{stad}/{locatie},301,verified,Pattern row. Map the location id to the location page; TODO build the id map.
/en/abonnementen/location={id},abonnement-per-locatie-en,(retired),/en/parkeren/{stad}/{locatie},301,verified,Pattern row. Map the location id to the location page; TODO build the id map.
/nl/nieuws/{slug}/id={id},nieuws-artikel,/nieuws/{slug},/nieuws/{slug},301,verified,Pattern row. Enumerate all article ids from Search Console before go-live.
/en/nieuws/{slug}/id={id},nieuws-artikel-en,/en/nieuws/{slug},/en/nieuws/{slug},301,verified,Pattern row. Enumerate all article ids from Search Console before go-live.
